ID,DUP,First Name,Last Name,Marital Status,Race,DOB,SSN,Income,Credit Card Number,City,ZIP Code,Telephone Number
3859,0,Nicholas,Mason,Married,Hispanic,2/7/1969,506-23-2709,79177,5707 3059 4758 6366,Chicago,60176,346-647-6521
3862,0,Amy,Vincent,Married,White,12/24/1952,490-65-5176,189376.1,7779 3497 6470 4515,Chicago,60007,469-384-4635
3873,0,Kaitlin,Fauser,Married,White,4/8/1977,119-20-5941,75837.3,4147 6589 6855 7273,Chicago,60610,312-616-7176
3875,0,Jai,Campbell,Never Married,White,1/15/1950,372-73-2256,73855.3,3821 5615 0666 2009,Chicago,60612,534-591-1872
3877,0,Ethan,Luckman,Married,White,2/18/1990,482-69-5289,48940.6,9598 8587 2366 5931,Chicago,60607,661-184-2070
3880,0,Kyle,Rachwal,Never Married,Hispanic,10/2/1987,673-81-2146,196628.4,5013 5056 7352 5734,Chicago,60613,971-508-0294
3881,1,Sean,Parmakki,Never Married,,7/23/1990,307-84-0933,97930.4,5169 2116 2190 909,Chicago,60290,
3884,0,Lewis,Manos,Married,Hispanic,1/16/1988,416-07-8109,91206.5,0404 7249 3882 5844,Chicago,60607,802-093-3181
3886,1,Zara,Havelbrrg,Never Married,,10/15/1966,713-22-4795,NA,8900 3191 7739 0839,Chicago,60603,
3896,0,Stephanie,Block,Married,White,1/15/1955,081-35-5743,21577.9,3798 3839 0271 1625,Chicago,60609,804-812-8646
3904,0,Wilson,White,Married,Others,1/4/1978,162-07-7433,112337.6,8790 5665 7111 1668,Chicago,60606,872-153-0492
3907,0,Bella,Bradshaw,Never Married,White,12/25/1997,421-04-4530,36493.6,7879 2241 2429 0228,Chicago,60176,757-618-3605
3916,0,Adam,White,Never Married,White,6/12/1961,602-36-6571,91949.8,1347 2885 2446 1617,Chicago,60609,646-990-6895
3924,0,Rosie,Tippins,Never Married,Black,4/30/1958,216-30-2015,60482.1,3108 9499 2445 4379,Chicago,60610,323-462-9109
3925,1,Adam,Donaldson,,White,10/1/1966,,NA,4546 54101 3276 7679,Chicago,60613,253-389-2521
3926,0,Lachlan,Noyce,Married,Hispanic,11/20/1964,285-30-3939,51050.3,6625 2556 7516 5345,Chicago,60608,214-492-3734
3927,1,Kylee,Chitty,Never Married,Hispanic,4/9/1960,,102433.5,6737 2519 62698 0377,Chicago,60131,
3931,1,Mixell,Rundje,Married,,7/24/1954,686-64-9928,66742.6,9497 8906 1835 60348,Chicago,60603,636-176-4280
3932,1,Nathna,Grubb,Married,,3/26/1963,,90433.4,1838 67226 7101 4695,Chicago,60018,651-044-8795
3951,0,Courtney,Hague,Married,White,5/9/1947,115-78-1002,82654.5,9810 6852 9099 5605,Chicago,60131,959-417-7120
3956,0,Thomas,Mcmullen,Never Married,Black,2/14/1985,201-74-0846,123242.4,0527 9454 3807 4866,Chicago,60018,818-070-0798
3960,0,Christian,Robson,Married,White,4/2/1948,201-17-1421,49755.4,2411 3326 8865 2512,Chicago,60176,346-160-6120
3969,0,Jaslyn,Stranger,Married,Black,10/4/1988,476-76-0426,25295.4,9767 6342 9961 6018,Chicago,60611,575-293-0519
3977,0,Jacob,Le leu,Widowed,Asian,2/11/1966,096-35-2298,143252.7,4812 8184 3936 5143,Chicago,60131,925-040-3149
3979,0,Harriet,Green,Married,White,5/13/1987,116-18-3498,82124.8,5244 7395 4557 7908,Chicago,60611,929-634-5380
3982,0,Taylor-saige,Edson,Never Married,White,6/19/1971,034-96-2838,34042.2,7785 2270 3257 7353,Chicago,60604,832-135-9607
3984,0,Luke,Hand,Married,Black,10/4/1966,100-36-6185,77922.6,5213 2180 0131 3166,Chicago,60605,682-066-0768
3986,0,Joshua,Creighton-jay,Never Married,White,9/23/1993,540-31-3814,63706.9,1544 2732 3774 5453,Chicago,60610,571-813-8777
3989,1,Courtney,Arganeste,Married,White,9/6/1979,064-52-9186,NA,2475 86376 4108 8431,Chicago,60007,
3990,0,Alexander,Cother,Never Married,White,6/29/1994,215-63-3014,56440.4,9490 6318 9608 7118,Chicago,60602,220-328-1470
4008,0,Karissa,Campbell,Married,Others,6/26/1968,485-61-9666,33633.2,8457 2583 1046 5895,New York City,10013,212-681-1773
4011,1,Ethan,Claahke,Married,White,9/3/1981,638-11-0983,NA,2741 2201 8604 48890,New York City,10013,
4017,0,Kiara,Kellow,Married,White,2/21/1957,305-22-0947,49913.3,1116 6409 0941 9097,New York City,10021,360-672-5947
4018,0,Sophie,Rees,Married,Black,11/29/1972,300-84-6055,56720.8,4746 4021 4953 5761,New York City,10001,212-581-9289
4020,1,Kyle,Colernan,,,10/9/1996,,23694,3522 2883 8661 2223,New York City,10019,669-225-2576
4023,1,Amelia,Pr0cter,,,1/23/1951,704-55-0219,25528.2,8543 81535 9401 0153,New York City,10016,970-642-6973
4027,0,Michael,Brock,Married,White,7/18/1981,665-31-0007,114946.8,4610 3421 0479 0735,New York City,10011,213-383-9910
4032,0,Ebony,Hague,Married,White,2/28/1991,187-71-3252,98531.3,0025 3652 8660 5166,New York City,10012,702-907-2453
4040,0,Marley,Webb,Never Married,Asian,5/27/1948,566-33-9955,41779.9,7512 2616 1227 2381,New York City,10008,570-630-8003
4049,0,Joshua,Doman,Divorced,White,6/6/1994,661-44-7209,63022.3,5030 9746 7605 8299,New York City,10005,540-291-6196
4055,1,Ela,Bishop,,White,5/17/1959,485-89-8370,29082.8,0030 3644 394 4869,New York City,10004,
4070,0,Samuel,Gulliver,Never Married,Others,9/3/1989,127-48-9499,199468.6,9193 2249 0125 7873,New York City,10013,760-529-9679
4075,0,Hannah,Marson,Married,Asian,7/25/1975,651-61-6201,41472.9,1616 9051 8953 6020,New York City,10009,435-634-0359
4077,0,Leon,Gavel,Divorced,White,2/23/1953,478-55-2428,64413.3,6315 0152 4045 3508,New York City,10006,217-769-8759
4083,0,Lily,Pastore,Married,White,2/22/1977,575-78-2842,43046.2,2514 0109 8540 9518,New York City,10002,978-209-1708
4089,1,Georgina,Selley,Married,Asian,11/30/1956,712-16-3245,171792.8,9228 4553 56482 4771,New York City,10008,
4099,1,Samuel,Allika,Married,White,12/27/1951,,56371.1,5581 28428 5518 2364,New York City,10002,
4110,1,Ma,Campbell,Married,White,9/5/1988,368-69-1065,NA,2784 38766 1812 5628,New York City,10005,
4111,1,Mikhael,Quilliam,,,9/10/1951,222-63-7590,66931.3,7769 8759 39942649,New York City,10021,813-860-9230
4112,1,Robert,Whi5e,,,3/14/1981,190-98-0622,61962.4,7929 0716 1040 1684,New York City,10017,
4116,0,Maddison,Browne,Never Married,Hispanic,9/18/1980,712-61-9196,29848.1,3454 7659 3170 9597,New York City,10011,508-664-5907
4119,1,Jake,Lovk,Married,White,2/15/1967,312-24-9055,NA,8557 0337 39483 1313,New York City,10011,
4123,1,Lara,Nikolai,Married,,5/4/1975,,96258.9,3325 9171 2569 286,New York City,10016,315-612-6705
4125,0,Jack,Cochrane,Never Married,White,7/12/1977,261-94-5876,51921.3,0210 5961 4426 3437,New York City,10010,276-065-7512
4140,1,Finn,Wepb,,Hispanic,3/6/1980,,NA,3286 8236 5378 7002,New York City,10006,220-546-3884
4142,0,Zac,Shelley,Never Married,White,02/30/1990,517-13-3934,23455.5,4086 6256 2993 5476,New York City,10021,925-735-6794
4143,0,Leon,Grubb,Never Married,White,2/18/1989,496-86-8498,10932.8,2988 0298 4334 6286,New York City,10006,804-652-8301
4150,0,Callum,Godfrey,Widowed,White,7/16/1992,289-24-8558,74007.3,7973 0519 2929 5937,New York City,10004,484-042-1324
4151,0,Bianca,Grillett,Never Married,Asian,1/17/1957,152-82-1891,98785.7,2671 0770 4502 1853,New York City,10016,301-120-1699
4162,1,Charles,Wehb,,White,6/4/1957,,NA,9302 9501 4856 3044,New York City,10005,862-786-3039
4164,0,Baxter,Browne,Married,White,9/7/1967,217-73-7971,32605.7,6787 1870 6406 1261,New York City,10001,305-378-8068
4165,1,Mya,Sutle,Married,,10/18/1968,336-94-4038,47912.3,2394 28513 5955 9472,New York City,10012,567-016-9195
4166,1,Timoyhy,Mo4den,,White,11/14/1948,352-20-6120,NA,1918 7992 2054 1157,New York City,10009,719-229-7074
4169,0,Brooklyn,Blacklow,Divorced,White,9/6/1968,535-72-2926,138687.2,4777 1011 0230 8939,New York City,10016,417-259-5692
4170,0,Timothy,Donaldson,Married,White,8/23/1957,142-16-9139,45367.8,5481 1865 5139 0959,New York City,10012,260-878-4261
4177,0,Georgia,Beams,Divorced,Asian,12/15/1958,042-74-8028,89658.9,4779 4401 9650 4608,New York City,10004,478-636-5928
4180,0,Brodie,Clarke,Widowed,White,10/15/1997,315-83-1983,50704.7,3213 6191 9212 5990,New York City,10001,206-563-4522
4188,0,Jasmine,Felmingham,Married,Hispanic,7/23/1979,172-66-8484,96570.1,9878 5958 1844 6037,New York City,10011,231-114-6740
4200,0,Isabella,Murton,Married,White,1/7/1974,590-02-6477,91180.8,9211 7973 0793 0092,New York City,10008,760-819-0800
4204,0,Indyana,Whiteley,Divorced,Black,4/22/1979,424-46-0043,167554.1,4467 7319 3364 5183,New York City,10002,559-532-1050
4209,1,rBayden,Ayrs,Married,,11/9/1954,595-71-7546,NA,7545 9343 6550 9576,New York City,10006,330-074-6981
4212,1,Douglas,Leaver,,Hispanic,7/14/1992,,88282.9,2132 04995 4657 7994,New York City,10014,
4216,1,Blageston,Wauop,Married,,12/14/1947,344-01-6126,106330.5,6733 2729 1004 4762,New York City,10008,
4231,1,Nicholas,Gianno,Married,,1/11/1955,186-24-0928,62328.9,04275997 6624 6723,New York City,10002,
4233,1,Olifer,Wilde,,Hispanic,9/30/1970,,83660.1,0710 7711 5052  9912,New York City,10010,913-644-9320
4238,0,Noah,Webb,Married,White,6/25/1963,239-18-3089,32031.7,6802 9107 6608 9156,New York City,10016,406-637-9301
4241,0,Robbie,Pulvirenti,Married,White,11/6/1997,637-87-2073,51117.5,9522 4963 5688 9577,New York City,10004,586-010-4966
4253,0,Emiily,Pascoe,Married,White,2/14/1956,215-43-6591,203468.7,5303 1215 2335 3978,New York City,10001,308-263-6019
4271,0,Angus,Lindholm,Married,Hispanic,5/18/1964,590-50-2964,36848,2958 3739 9247 5729,New York City,10009,508-001-3159
4281,0,Hugh,Reid,Never Married,White,6/28/1976,711-20-6452,146045.2,5672 6258 3952 1615,New York City,10017,551-846-2061
4282,1,Harrijon,Nguyen,Never Married,,2/17/1968,530-50-3993,NA,8328 35214 1211 7066,New York City,10005,904-520-4994
4294,0,Alyssa,Crook,Married,White,4/7/1988,374-04-2142,89444.7,3022 5846 1063 3616,New York City,10013,317-994-7138
4302,1,Kyle,Clarke,,,7/28/1950,,NA,8816 4782 3290 4192,New York City,10014,773-040-1055
4304,1,Joshua,Crude,,White,10/16/1954,577-67-9733,42966.8,3502 09393 0901 1865,New York City,10012,
4306,1,Elky,Geue,Never Married,White,2/10/1952,,NA,2701 5466 3103 3418,New York City,10014,
4308,0,Jacob,Cionci,Never Married,Hispanic,11/16/1950,219-36-6709,47015.5,2158 3801 3791 6428,New York City,10020,531-814-2406
4309,0,Emma,White,Married,Black,8/11/1966,109-23-3016,23317.4,9355 4633 1373 9707,New York City,10005,346-733-7133
4310,1,Carezse,Wilkins,,,9/25/1976,283-86-0903,114728.3,0354 2047 3863 4280,New York City,10008,
4314,1,Sara,Webb,,,6/9/1993,,143136.7,6917 8235 473 5713,New York City,10014,364-563-2910
4316,1,Blake,Blake,,White,5/12/1982,,29872.3,4672 819 2246 1946,New York City,10010,
4317,1,Efa,Schustter,Married,Hispanic,9/10/1954,674-59-4272,NA,8400 6707 6935 4195,New York City,10006,
4320,0,Lily,White,Married,White,9/11/1948,446-29-7069,75933.7,3880 6358 8606 7262,New York City,10010,415-099-0258
4321,1,Linbby,Weafer,Married,,5/24/1969,257-73-9876,124904.3,9000 06456451 5800,New York City,10014,443-680-6523
4333,0,Griffin,Blake,Married,White,1/10/1984,681-52-7093,55031.5,9948 9023 6887 8650,New York City,10019,470-771-1038
4336,0,Kydan,Lalusic,Married,Black,12/7/1957,392-71-2678,55785.4,7937 5951 8164 2090,New York City,10011,979-502-3837
4338,1,Ethan,Wheadley,Married,,7/29/1974,607-02-6939,NA,1082 6002 38757 0798,New York City,10020,203-065-2889
4343,0,Blake,Rzeznik,Never Married,White,5/1/1980,609-26-6234,214511.3,3580 7973 0641 5690,New York City,10001,830-470-1074
4344,0,Vendula,Lowe,Married,Asian,4/29/1986,514-69-6629,81063.2,2257 5058 1898 5076,New York City,10001,281-263-1538
4346,1,Tanysbah,Paulsen,,White,6/5/1994,525-34-5224,NA,4698 7341 1679 2387,New York City,10017,
4353,0,Christian,Fairnington,Married,Asian,6/20/1956,049-21-0562,33305.9,6602 6216 0687 4711,New York City,10003,916-102-3327
4356,0,Ayla,Feast,Married,White,10/20/1980,722-49-0416,73989.7,7601 5323 2713 0318,New York City,10014,615-953-9811
4360,1,Flyn,Whit,Never Married,White,12/18/1954,,39919.4,6888 3937 18920 1253,New York City,10017,469-054-7400
4366,0,Mollie,Allard,Widowed,White,2/21/1993,689-80-9764,88112.2,5580 4962 3226 8895,New York City,10014,925-029-2278
4374,0,Samantha,Bartley-steele,Married,Hispanic,12/11/1965,521-98-3839,125032.3,4495 4528 7380 7982,New York City,10020,856-085-2089
4376,1,Lachlan,Cetinikh,Married,,7/6/1981,686-39-7541,NA,1079 6270 53622 6535,New York City,10013,740-723-5499
4377,1,Alexandra,Neumanh,Married,,4/10/1979,423-37-2265,24837.5,1978 7341 423 5491,New York City,10014,
4378,0,Noah,Farrimond,Married,White,4/27/1962,410-74-5311,11703.9,3966 0696 9922 2547,New York City,10004,430-593-3898
4381,1,Ema,Latouras,Widowed,Hispanic,11/20/1948,267-37-9078,NA,0981 1970 217 0636,New York City,10004,931-248-8391
4396,0,Noah,Arkwright,Married,White,12/3/1960,092-82-4470,201323.1,0508 6480 8086 5468,New York City,10009,414-194-5463
4399,0,Bailey,Wiseman,Never Married,White,7/28/1963,097-80-1942,34330.3,1735 1119 0098 4688,New York City,10017,805-886-7548
4401,0,Ben,Godfrey,Never Married,White,2/18/1996,386-76-2957,33573.9,4614 4526 0728 6225,New York City,10019,574-466-1828
4403,0,Michael,Chandler,Married,Asian,9/20/1986,278-12-8353,109378.4,0757 9855 3235 7301,New York City,10014,682-460-4143
4414,1,Dant,Conjtance,Never Married,White,2/5/1949,356-25-1266,NA,1189 4431 3990 26679,New York City,10008,760-710-9702
4421,0,Daniel,Nguyen,Married,White,4/25/1987,067-07-2265,76732.1,6737 4240 5601 7683,New York City,10009,224-008-6714
4422,0,Ebony,Ravlich,Never Married,Asian,2/28/1978,514-21-0644,52233.4,7840 6479 5463 7473,New York City,10007,732-956-7179
4426,0,Jordan,Ollwitz,Never Married,White,9/6/1948,012-14-2809,82647.2,7008 9209 2454 1805,New York City,10010,307-279-4364
4427,0,Amy,Watanaverapong,Divorced,White,9/20/1952,161-32-7275,63191.3,1143 4396 1218 4143,New York City,10013,414-094-3302
4434,0,Adam,Green,Married,White,7/28/1959,636-73-2577,179233.2,3700 9824 0378 6861,New York City,10002,531-576-8362
4435,0,Tyler,Royle,Married,White,7/20/1980,547-75-9308,75921.3,9854 6663 7069 0655,New York City,10006,843-666-0860
4440,1,Emma,Reid,Married,,10/14/1990,,91448.2,60670 3560 1107 9575,New York City,10002,
4446,0,Joshua,Gloster,Married,White,4/14/1963,260-70-7230,64608.8,2110 8999 6696 4821,New York City,10009,351-144-3084
4451,0,Caitlin,Neumann,Never Married,Hispanic,4/27/1997,352-39-1162,31906.9,7774 2781 3724 5328,New York City,10008,531-639-1085
4455,0,Thomas,Couzens,Married,White,3/19/1960,574-36-0294,17577.1,8719 1244 9666 2071,New York City,10013,203-041-5110
4459,1,Jtcob,Berzel,Never Married,,5/23/1958,,247813.9,5422 9661 054 9620,New York City,10014,828-503-6160
4468,0,Lucy,Asher,Married,White,02/29/1970,125-71-0451,95083.5,0726 2113 1876 4395,New York City,10010,503-154-8116
4469,1,Madizon,Garcia,Never Married,Asian,1/7/1962,,NA,3296 9814 98421 4036,New York City,10006,318-724-0848
4472,0,Max,Wilkins,Married,White,1/11/1967,067-44-7027,156956.4,3782 4163 2153 1485,New York City,10014,660-531-9581
4474,1,Maia,Matthewz,Married,,6/12/1978,,53101.2,4753 7050 5599 7355,New York City,10003,346-077-1747
4482,0,Nathan,Moulton,Married,White,10/22/1960,563-12-6916,48793.5,4964 6492 8640 2557,New York City,10003,850-351-0390
4487,0,Madeline,Tregoning,Married,Hispanic,9/25/1951,683-68-4390,21539.5,7944 5224 2539 9793,New York City,10004,815-497-2821
4495,1,Eloise,Fornachon,,White,4/14/1971,025-27-1084,NA,5469 4815 13052098,New York City,10016,
4500,0,Abby,Dixon,Married,Hispanic,4/30/1991,034-81-7231,55921.4,0889 8049 1147 6329,New York City,10014,443-073-9999
4503,0,Nicholas,White,Married,White,4/10/1988,402-43-1942,22984.1,5037 3256 4193 1081,New York City,10014,609-794-9486
4507,1,Olifer,Mccarthy,Never Married,,11/11/1948,039-32-7597,27940.8,0321 6987 1038 458,New York City,10013,
4508,0,Kane,Dakin,Never Married,White,7/21/1971,071-46-7039,57758.3,9690 4723 2897 9648,New York City,10003,415-482-0750
4514,0,Liam,Green,Never Married,White,4/4/1996,201-97-0140,23461.2,3790 8003 6230 1744,New York City,10012,508-020-9439
4528,0,Eliza,Joraslafsky,Married,White,1/8/1949,387-73-3812,118622.5,8231 1651 5347 2120,New York City,10003,715-356-5496
4529,1,Gemaley,Loclc,,,10/24/1968,279-70-6427,87589.2,3582 7962 7598 3957,New York City,10001,
4535,1,Jami,Whit,Widowed,,8/25/1980,109-59-2468,72550.9,166 7157 0239 6609,New York City,10010,878-509-5650
4539,0,Jaykob,Coffey,Never Married,Asian,7/20/1950,164-60-8186,97973.3,3380 7110 9378 7454,New York City,10019,772-380-1195
4565,0,Chelsea,Green,Married,White,10/5/1964,076-91-6618,105960.3,0062 0357 6129 6705,New York City,10004,830-295-3391
4583,0,Madeline,Jefferys,Married,White,2/25/1969,684-95-1610,55278.6,5921 5714 1187 2990,New York City,10010,207-045-5525
4585,0,Delaney,Berry,Widowed,Hispanic,2/22/1993,726-17-6238,52112.8,6615 0645 8916 3933,New York City,10005,315-690-9309
4589,1,Bethany,White,Married,,5/1/1964,,NA,2114 13742 2920 6986,New York City,10008,507-403-3257
4590,0,James,Surulo,Divorced,White,4/11/1961,379-46-6124,125673.5,5582 8052 5764 5254,New York City,10009,916-204-5278
4593,0,Lara,Le-che,Never Married,White,8/13/1969,493-55-6832,71718.1,7777 7670 8223 4056,New York City,10005,415-264-1312
4609,0,Daniel,Quan,Never Married,White,4/14/1958,177-29-9884,10731,2940 6847 0028 6494,New York City,10016,801-209-2051
4610,0,Joshua,Webb,Divorced,Asian,5/28/1971,399-88-1806,99337.4,5162 3326 7626 2093,New York City,10016,980-210-1893
4611,0,Joshua,Gogel,Married,Hispanic,8/12/1964,057-04-0686,76531.9,9962 7618 6098 2091,New York City,10005,352-703-4529
4617,0,Dylan,Rundle,Divorced,Hispanic,11/3/1947,511-85-4681,38431.6,0227 4755 4012 0057,New York City,10001,714-696-1443
4620,0,Gabriella,Greenhalgh,Married,White,6/21/1978,336-97-2866,169616.5,7512 2488 8918 6525,New York City,10011,561-751-5510
4621,0,Charlotte,Leicester,Married,Hispanic,6/22/1970,536-45-2814,38426.9,2223 3375 6935 4922,New York City,10009,715-903-9746
4623,1,Zali,Camppell,Never Married,,4/29/1952,439-37-6859,NA,8769 146 1604 6046,New York City,10016,918-114-8573
4629,0,Chloe,Boromisa,Never Married,Black,11/28/1963,162-01-7702,96247,0785 8176 6023 6338,New York City,10007,209-658-1976
4630,0,Gabriel,Frahn,Married,White,12/28/1989,117-05-3429,54280.7,2677 3345 0125 4538,New York City,10021,512-542-5805
4643,0,Carly,David,Divorced,White,1/19/1997,590-08-5759,41164.5,9492 8282 5858 9228,New York City,10017,219-882-1803
4644,0,Noah,Milburn,Married,White,8/4/1993,403-57-7386,52202.3,5746 7893 0235 2850,New York City,10019,347-225-3845
4648,1,Micbael,Campbell,,,3/1/1947,539-95-6578,34119.8,7000 6019 57673 3221,New York City,10008,231-230-7694
4652,0,Charlotte,Kobus,Never Married,White,12/3/1953,705-49-1975,91060.9,5087 7896 3146 5259,New York City,10009,616-589-8456
4654,0,Thomas,Pascoe,Divorced,White,5/17/1995,485-49-6625,165758.9,0353 3010 0351 0852,New York City,10006,636-096-4494
4661,1,Rily,Matthewz,Never Married,White,8/24/1975,137-22-2392,NA,635 1822 9180 7486,New York City,10021,218-712-8740
4666,0,Meg,Camens,Never Married,White,4/25/1992,713-38-4216,82345,3625 5098 1343 5308,New York City,10012,629-666-4826
4668,1,Christopher,Sald,Divorced,,5/20/1994,165-55-4956,NA,43443 7829 6388 9562,New York City,10005,626-767-9874
4674,0,Alana,Kyriakos,Married,Black,11/20/1959,101-53-4399,60640.6,3961 9681 5592 8846,New York City,10006,619-863-8835
4682,0,Joshua,Deakin,Never Married,Hispanic,1/1/1968,375-50-1984,93947.4,7200 9935 4633 3193,New York City,10014,951-028-5777
4684,1,Rebecca,Rid,Never Married,,6/27/1958,585-89-5565,160515.8,6816 124 4880 0586,New York City,10004,
4688,0,Caitlin,Carmody,Married,White,5/19/1967,470-86-4168,63699,2229 5826 7370 1982,New York City,10006,774-095-3396
4691,0,Keely,Wilkins,Never Married,White,8/20/1991,144-57-4083,33137.3,4780 5659 1213 6916,New York City,10018,206-388-6500
4692,0,Zane,Godfrey,Married,Hispanic,4/21/1991,405-36-0477,60137.2,0912 3595 5303 4228,New York City,10007,657-789-9174
4693,0,Jack,Karantonis,Divorced,White,5/15/1979,144-79-6010,58883.5,4531 2806 3296 6347,New York City,10007,484-178-2141
4697,0,Lily,Morrison,Married,Black,3/22/1955,364-16-2496,88976.6,1595 7810 4572 1046,New York City,10005,810-753-3777
4705,0,Kimberly,Campbell,Married,White,12/5/1979,363-91-0801,94249.8,1534 9202 3833 2208,New York City,10017,941-078-9757
4711,0,Brianna,Bishop,Married,Hispanic,7/20/1976,017-23-2602,49466.2,7036 4754 9553 3874,New York City,10017,567-029-2387
4712,0,Jack,Matthews,Never Married,White,2/21/1990,246-55-8958,64924.2,4616 4754 3388 4904,New York City,10005,610-507-6045
4717,1,Sophie,Morrison,,White,9/5/1950,288-26-0343,NA,4495 7909 2860 363,New York City,10008,
4722,1,Ethan,Nurje,Never Married,,3/22/1976,637-25-1410,NA,0321 87200 9199 8524,New York City,10011,331-532-5382
4723,0,Daniel,Chandler,Married,White,3/24/1966,646-12-1926,40895.2,5063 1024 7268 7797,New York City,10008,610-274-8986
4733,0,Jordan,Morrison,Married,White,10/29/1947,384-17-9251,40040.1,0045 2829 4783 9350,New York City,10005,920-568-9377
4734,0,Noah,White,Divorced,White,7/14/1970,467-25-6244,159163,2599 8394 8509 4768,New York City,10016,314-221-1690
4738,0,Connor,Whiteley,Married,White,8/17/1951,062-99-4810,20607.7,4652 8739 6515 1089,New York City,10017,270-214-0640
4739,0,Cameron,Paterson,Married,White,12/23/1974,061-86-1028,39535.6,5290 4197 5989 5649,New York City,10014,508-637-4597
4745,0,Robbie,Purser,Married,White,5/17/1972,439-38-0808,72436.7,8261 8243 4349 1623,New York City,10009,207-296-4969
4749,0,Christian,Buhagiar,Never Married,White,9/11/1983,600-37-5004,20002.8,7698 8385 7408 3434,New York City,10012,848-179-0736
4762,0,Rosie,Paterson,Divorced,White,7/13/1962,380-95-7804,160319.5,4923 9745 0811 7245,New York City,10021,971-558-4571
4763,0,Laetitia,Shepherd,Never Married,Asian,9/6/1952,530-33-5837,87610.6,3437 7441 5323 4301,New York City,10013,626-836-5405
4766,1,Pai9e,Balmain,Divorced,,4/4/1994,682-72-8709,49231.7,3299 8445 9225 894,New York City,10014,
4775,1,Thimas,Moodi,,White,3/12/1976,033-78-4664,61946.4,2127 3642 8171 6753,New York City,10014,
4779,0,Michael,Bivone,Never Married,Hispanic,3/7/1967,424-10-7556,22968.6,1514 4095 3743 9439,New York City,10006,215-097-1372
4784,0,Shona,Pride,Married,White,8/28/1965,296-77-1661,93122.5,6067 0429 9095 4434,New York City,10004,814-861-3676
4795,0,Heather,Dhondee,Divorced,White,10/8/1967,728-42-7650,97157.5,9432 7906 3166 0114,New York City,10011,203-607-2849
4798,1,Tiama,Bund,Divorced,Black,10/13/1975,,30439.1,6241 7340 8294 64922,New York City,10006,272-404-8142
4799,1,Lachlan,Blame,,,9/13/1974,268-67-4014,156146.5,4076 3132 23918 0404,New York City,10021,323-754-8347
4819,1,Amelya,Pesch,Married,White,2/15/1997,,NA,8476 1501 3314 8581,New York City,10012,
4822,1,Lily,Waller,Married,,7/17/1992,436-41-3466,NA,4442 94687 5977 0401,New York City,10018,
4824,1,Cooper,Howie,,,1/22/1960,,52346.6,8894 7978 48318 2547,New York City,10010,706-478-2791
4827,1,Xante,Tremelen,Married,,02/30/1969,626-28-6152,84786.2,2375 4762 2453 0811,New York City,10020,
4835,0,Isabella,Nevin,Divorced,White,11/28/1969,355-94-3199,125066.9,8814 1864 2814 1432,New York City,10001,626-506-2637
4837,0,Caitlin,Ayres,Married,White,1/3/1988,654-65-3314,214824.2,8914 4199 6419 4145,New York City,10017,434-607-6997
4839,0,Jessica,Weller,Married,Hispanic,2/25/1957,475-97-6561,20110,9117 7611 9801 3731,New York City,10003,803-233-7958
4846,0,Tansy,Graue,Never Married,White,10/10/1989,082-17-8267,114977.7,1830 7941 3088 4182,New York City,10018,623-502-0735
4851,0,Imogen,Berzel,Married,White,4/17/1980,191-44-0805,60769.5,4601 8187 2093 5642,New York City,10014,636-230-0751
4857,0,Ethan,Wilkins,Married,White,6/1/1988,581-50-2676,26907.4,9181 7531 7699 5698,New York City,10011,702-455-0821
4866,1,Luke,Delasy,Never Married,White,9/19/1987,574-47-0660,NA,3917 417 2014 7387,New York City,10010,
4874,0,Joshua,Zimmermann,Married,White,1/1/1992,674-83-3442,19192.9,6029 7441 4100 8910,New York City,10016,913-276-2238
4875,0,Jai,Campbell,Never Married,White,1/15/1950,372-73-2256,73855.3,3821 5615 0666 2009,New York City,10011,534-591-1872
4880,0,Kyle,Rachwal,Never Married,Hispanic,10/2/1987,673-81-2146,196628.4,5013 5056 7352 5734,New York City,10014,971-508-0294
4889,1,Jack,Ziersch,Never Married,,8/30/1947,,NA,9715 892 8210 8659,New York City,10018,773-387-6495
4893,1,Ay,Musolino,Never Married,,11/18/1979,,93666.4,136 3780 0675 9667,New York City,10002,785-537-2204
4897,1,Aitan,Ravanelli,Never Married,Black,6/30/1977,399-05-6759,NA,9908 6885 7035 6348,New York City,10010,
4899,1,Cameron,Eglinton,,Hispanic,8/24/1957,,NA,513 3471 4132 3089,New York City,10004,801-287-4312
4902,1,Alysha,Brocck,,,6/9/1951,313-30-8715,71284.3,9553 9368 7436 821,New York City,10002,440-512-0415
4906,0,Jacqueline,Mason,Never Married,White,7/15/1994,176-42-4588,40987.8,4162 7118 4617 5706,New York City,10013,207-979-6133
4911,0,Rebekah,Maizen,Married,White,7/27/1960,177-90-3640,83672.1,2910 6451 5386 4856,New York City,10017,503-258-2422
4912,0,Tyrone,Hyland,Widowed,Hispanic,11/7/1987,229-62-2487,52406.1,6949 9695 8283 8996,New York City,10011,949-922-4518
4914,0,Cameron,Hondrovasilopoulos,Married,White,11/11/1969,258-89-7420,98824.3,8947 2273 5979 5097,New York City,10005,859-585-8867
4922,0,Hudson,Ryan,Married,White,10/25/1981,518-50-8257,56583.2,5521 1950 7696 9889,New York City,10014,850-464-3148
4925,1,Adam,Donaldson,,White,10/1/1966,,NA,4546 54101 3276 7679,New York City,10014,253-389-2521
